ZONE_FROM_CATEGORY;ZONE_FROM_NAME;ZONE_TO_CATEGORY;ZONE_TO_NAME;DOOR_CATEGORY;помещение;производитель;заполнение;замок
Нежилые помещения;тамбур-шлюз (вертолетная площадка);Лестницы;Венткамера ОВ/ДУ;20;*;*;*;*
Нежилые помещения;тамбур-шлюз (вертолетная площадка);Лестницы;ПИК зона #;20;*;*;*;*
Нежилые помещения;тамбур-шлюз (вертолетная площадка);Лестницы;ПИК #;20;*;*;*;*
Нежилые помещения;Тамбур-шлюз;Технические помещения;венткамера приточная зона #;20;*;*;*;*
Нежилые помещения;Тамбур-шлюз;Технические помещения;Лестница-Л#-#;20;*;*;*;*
Нежилые помещения;Тамбур-шлюз;Технические помещения;Тамбур-шлюз;20;*;*;*;*
Нежилые помещения;Тамбур-шлюз;Технические помещения;Тамбур;20;*;*;*;*
Нежилые помещения;Тамбур-шлюз;Технические помещения;ПИК;20;*;*;*;*
Нежилые помещения;Тамбур-шлюз;Технические помещения;Венткамера ОВ/ДУ;20;*;*;*;*
Нежилые помещения;Тамбур-шлюз;Технические помещения;ПИК зона #;20;*;*;*;*
Нежилые помещения;Тамбур-шлюз;Технические помещения;ПИК #;20;*;*;*;*
Нежилые помещения;Тамбур-шлюз;Лестницы;венткамера приточная зона #;20;*;*;*;*
Нежилые помещения;Тамбур-шлюз;Лестницы;Лестница-Л#-#;20;*;*;*;*
Нежилые помещения;Тамбур-шлюз;Лестницы;Тамбур-шлюз;20;*;*;*;*
Нежилые помещения;Тамбур-шлюз;Лестницы;Тамбур;20;*;*;*;*
Нежилые помещения;Тамбур-шлюз;Лестницы;ПИК;20;*;*;*;*
Нежилые помещения;Тамбур-шлюз;Лестницы;Венткамера ОВ/ДУ;20;*;*;*;*
Нежилые помещения;Тамбур-шлюз;Лестницы;ПИК зона #;20;*;*;*;*
Нежилые помещения;Тамбур-шлюз;Лестницы;ПИК #;20;*;*;*;*
Технические помещения;ПИК зона #;Технические помещения;венткамера приточная зона #;20;*;*;*;*
Технические помещения;ПИК зона #;Технические помещения;Лестница-Л#-#;20;*;*;*;*
Технические помещения;ПИК зона #;Технические помещения;Тамбур-шлюз;20;*;*;*;*
Технические помещения;ПИК зона #;Технические помещения;Тамбур;20;*;*;*;*
Технические помещения;ПИК зона #;Технические помещения;ПИК;20;*;*;*;*
Технические помещения;ПИК зона #;Технические помещения;Венткамера ОВ/ДУ;20;*;*;*;*
Технические помещения;ПИК зона #;Технические помещения;ПИК зона #;20;*;*;*;*
Технические помещения;ПИК зона #;Технические помещения;ПИК #;20;*;*;*;*
Технические помещения;ПИК зона #;Лестницы;венткамера приточная зона #;20;*;*;*;*
Технические помещения;ПИК зона #;Лестницы;Лестница-Л#-#;20;*;*;*;*
Технические помещения;ПИК зона #;Лестницы;Тамбур-шлюз;20;*;*;*;*
Технические помещения;ПИК зона #;Лестницы;Тамбур;20;*;*;*;*
Технические помещения;ПИК зона #;Лестницы;ПИК;20;*;*;*;*
Технические помещения;ПИК зона #;Лестницы;Венткамера ОВ/ДУ;20;*;*;*;*
Технические помещения;ПИК зона #;Лестницы;ПИК зона #;20;*;*;*;*
Технические помещения;ПИК зона #;Лестницы;ПИК #;20;*;*;*;*
Технические помещения;лифтовый холл;Технические помещения;венткамера приточная зона #;20;*;*;*;*
Технические помещения;лифтовый холл;Технические помещения;Лестница-Л#-#;20;*;*;*;*
Технические помещения;лифтовый холл;Технические помещения;Тамбур-шлюз;20;*;*;*;*
Технические помещения;лифтовый холл;Технические помещения;Тамбур;20;*;*;*;*
Технические помещения;лифтовый холл;Технические помещения;ПИК;20;*;*;*;*
Технические помещения;лифтовый холл;Технические помещения;Венткамера ОВ/ДУ;20;*;*;*;*
Технические помещения;лифтовый холл;Технические помещения;ПИК зона #;20;*;*;*;*
Технические помещения;лифтовый холл;Технические помещения;ПИК #;20;*;*;*;*
Технические помещения;лифтовый холл;Лестницы;венткамера приточная зона #;20;*;*;*;*
Технические помещения;лифтовый холл;Лестницы;Лестница-Л#-#;20;*;*;*;*
Технические помещения;лифтовый холл;Лестницы;Тамбур-шлюз;20;*;*;*;*
Технические помещения;лифтовый холл;Лестницы;Тамбур;20;*;*;*;*
Технические помещения;лифтовый холл;Лестницы;ПИК;20;*;*;*;*
Технические помещения;лифтовый холл;Лестницы;Венткамера ОВ/ДУ;20;*;*;*;*
Технические помещения;лифтовый холл;Лестницы;ПИК зона #;20;*;*;*;*
Технические помещения;лифтовый холл;Лестницы;ПИК #;20;*;*;*;*
Технические помещения;тамбур-шлюз (вертолетная площадка);Технические помещения;венткамера приточная зона #;20;*;*;*;*
Технические помещения;тамбур-шлюз (вертолетная площадка);Технические помещения;Лестница-Л#-#;20;*;*;*;*
Технические помещения;тамбур-шлюз (вертолетная площадка);Технические помещения;Тамбур-шлюз;20;*;*;*;*
Технические помещения;тамбур-шлюз (вертолетная площадка);Технические помещения;Тамбур;20;*;*;*;*
Технические помещения;тамбур-шлюз (вертолетная площадка);Технические помещения;ПИК;20;*;*;*;*
Технические помещения;тамбур-шлюз (вертолетная площадка);Технические помещения;Венткамера ОВ/ДУ;20;*;*;*;*
Технические помещения;тамбур-шлюз (вертолетная площадка);Технические помещения;ПИК зона #;20;*;*;*;*
Технические помещения;тамбур-шлюз (вертолетная площадка);Технические помещения;ПИК #;20;*;*;*;*
Технические помещения;тамбур-шлюз (вертолетная площадка);Лестницы;венткамера приточная зона #;20;*;*;*;*
Технические помещения;тамбур-шлюз (вертолетная площадка);Лестницы;Лестница-Л#-#;20;*;*;*;*
Технические помещения;тамбур-шлюз (вертолетная площадка);Лестницы;Тамбур-шлюз;20;*;*;*;*
Технические помещения;тамбур-шлюз (вертолетная площадка);Лестницы;Тамбур;20;*;*;*;*
Технические помещения;тамбур-шлюз (вертолетная площадка);Лестницы;ПИК;20;*;*;*;*
Технические помещения;тамбур-шлюз (вертолетная площадка);Лестницы;Венткамера ОВ/ДУ;20;*;*;*;*
Технические помещения;тамбур-шлюз (вертолетная площадка);Лестницы;ПИК зона #;20;*;*;*;*
Технические помещения;тамбур-шлюз (вертолетная площадка);Лестницы;ПИК #;20;*;*;*;*
Технические помещения;Тамбур-шлюз;Технические помещения;венткамера приточная зона #;20;*;*;*;*
Технические помещения;Тамбур-шлюз;Технические помещения;Лестница-Л#-#;20;*;*;*;*
Технические помещения;Тамбур-шлюз;Технические помещения;Тамбур-шлюз;20;*;*;*;*
Технические помещения;Тамбур-шлюз;Технические помещения;Тамбур;20;*;*;*;*
Технические помещения;Тамбур-шлюз;Технические помещения;ПИК;20;*;*;*;*
Технические помещения;Тамбур-шлюз;Технические помещения;Венткамера ОВ/ДУ;20;*;*;*;*
Технические помещения;Тамбур-шлюз;Технические помещения;ПИК зона #;20;*;*;*;*
Технические помещения;Тамбур-шлюз;Технические помещения;ПИК #;20;*;*;*;*
Технические помещения;Тамбур-шлюз;Лестницы;венткамера приточная зона #;20;*;*;*;*
Технические помещения;Тамбур-шлюз;Лестницы;Лестница-Л#-#;20;*;*;*;*
Технические помещения;Тамбур-шлюз;Лестницы;Тамбур-шлюз;20;*;*;*;*
Технические помещения;Тамбур-шлюз;Лестницы;Тамбур;20;*;*;*;*
Технические помещения;Тамбур-шлюз;Лестницы;ПИК;20;*;*;*;*
Технические помещения;Тамбур-шлюз;Лестницы;Венткамера ОВ/ДУ;20;*;*;*;*
Технические помещения;Тамбур-шлюз;Лестницы;ПИК зона #;20;*;*;*;*
Технические помещения;Тамбур-шлюз;Лестницы;ПИК #;20;*;*;*;*
Места общзего пользования;ПИК зона #;Технические помещения;венткамера приточная зона #;20;*;*;*;*
Места общзего пользования;ПИК зона #;Технические помещения;Лестница-Л#-#;20;*;*;*;*
Места общзего пользования;ПИК зона #;Технические помещения;Тамбур-шлюз;20;*;*;*;*
Места общзего пользования;ПИК зона #;Технические помещения;Тамбур;20;*;*;*;*
Места общзего пользования;ПИК зона #;Технические помещения;ПИК;20;*;*;*;*
Места общзего пользования;ПИК зона #;Технические помещения;Венткамера ОВ/ДУ;20;*;*;*;*
Места общзего пользования;ПИК зона #;Технические помещения;ПИК зона #;20;*;*;*;*
Места общзего пользования;ПИК зона #;Технические помещения;ПИК #;20;*;*;*;*
Места общзего пользования;ПИК зона #;Лестницы;венткамера приточная зона #;20;*;*;*;*
Места общзего пользования;ПИК зона #;Лестницы;Лестница-Л#-#;20;*;*;*;*
Места общзего пользования;ПИК зона #;Лестницы;Тамбур-шлюз;20;*;*;*;*
Места общзего пользования;ПИК зона #;Лестницы;Тамбур;20;*;*;*;*
Места общзего пользования;ПИК зона #;Лестницы;ПИК;20;*;*;*;*
Места общзего пользования;ПИК зона #;Лестницы;Венткамера ОВ/ДУ;20;*;*;*;*
Места общзего пользования;ПИК зона #;Лестницы;ПИК зона #;20;*;*;*;*
Места общзего пользования;ПИК зона #;Лестницы;ПИК #;20;*;*;*;*
Места общзего пользования;лифтовый холл;Технические помещения;венткамера приточная зона #;20;*;*;*;*
Места общзего пользования;лифтовый холл;Технические помещения;Лестница-Л#-#;20;*;*;*;*
Места общзего пользования;лифтовый холл;Технические помещения;Тамбур-шлюз;20;*;*;*;*
Места общзего пользования;лифтовый холл;Технические помещения;Тамбур;20;*;*;*;*
Места общзего пользования;лифтовый холл;Технические помещения;ПИК;20;*;*;*;*
Места общзего пользования;лифтовый холл;Технические помещения;Венткамера ОВ/ДУ;20;*;*;*;*
Места общзего пользования;лифтовый холл;Технические помещения;ПИК зона #;20;*;*;*;*
Места общзего пользования;лифтовый холл;Технические помещения;ПИК #;20;*;*;*;*
Места общзего пользования;лифтовый холл;Лестницы;венткамера приточная зона #;20;*;*;*;*
Места общзего пользования;лифтовый холл;Лестницы;Лестница-Л#-#;20;*;*;*;*
Места общзего пользования;лифтовый холл;Лестницы;Тамбур-шлюз;20;*;*;*;*
Места общзего пользования;лифтовый холл;Лестницы;Тамбур;20;*;*;*;*
Места общзего пользования;лифтовый холл;Лестницы;ПИК;20;*;*;*;*
Места общзего пользования;лифтовый холл;Лестницы;Венткамера ОВ/ДУ;20;*;*;*;*
Места общзего пользования;лифтовый холл;Лестницы;ПИК зона #;20;*;*;*;*
Места общзего пользования;лифтовый холл;Лестницы;ПИК #;20;*;*;*;*
Места общзего пользования;тамбур-шлюз (вертолетная площадка);Технические помещения;венткамера приточная зона #;20;*;*;*;*
Места общзего пользования;тамбур-шлюз (вертолетная площадка);Технические помещения;Лестница-Л#-#;20;*;*;*;*
Места общзего пользования;тамбур-шлюз (вертолетная площадка);Технические помещения;Тамбур-шлюз;20;*;*;*;*
Места общзего пользования;тамбур-шлюз (вертолетная площадка);Технические помещения;Тамбур;20;*;*;*;*
Места общзего пользования;тамбур-шлюз (вертолетная площадка);Технические помещения;ПИК;20;*;*;*;*
Места общзего пользования;тамбур-шлюз (вертолетная площадка);Технические помещения;Венткамера ОВ/ДУ;20;*;*;*;*
Места общзего пользования;тамбур-шлюз (вертолетная площадка);Технические помещения;ПИК зона #;20;*;*;*;*
Места общзего пользования;тамбур-шлюз (вертолетная площадка);Технические помещения;ПИК #;20;*;*;*;*
Места общзего пользования;тамбур-шлюз (вертолетная площадка);Лестницы;венткамера приточная зона #;20;*;*;*;*
Места общзего пользования;тамбур-шлюз (вертолетная площадка);Лестницы;Лестница-Л#-#;20;*;*;*;*
Места общзего пользования;тамбур-шлюз (вертолетная площадка);Лестницы;Тамбур-шлюз;20;*;*;*;*
Места общзего пользования;тамбур-шлюз (вертолетная площадка);Лестницы;Тамбур;20;*;*;*;*
Места общзего пользования;тамбур-шлюз (вертолетная площадка);Лестницы;ПИК;20;*;*;*;*
Места общзего пользования;тамбур-шлюз (вертолетная площадка);Лестницы;Венткамера ОВ/ДУ;20;*;*;*;*
Места общзего пользования;тамбур-шлюз (вертолетная площадка);Лестницы;ПИК зона #;20;*;*;*;*
Места общзего пользования;тамбур-шлюз (вертолетная площадка);Лестницы;ПИК #;20;*;*;*;*
Места общзего пользования;Тамбур-шлюз;Технические помещения;венткамера приточная зона #;20;*;*;*;*
Места общзего пользования;Тамбур-шлюз;Технические помещения;Лестница-Л#-#;20;*;*;*;*
Места общзего пользования;Тамбур-шлюз;Технические помещения;Тамбур-шлюз;20;*;*;*;*
Места общзего пользования;Тамбур-шлюз;Технические помещения;Тамбур;20;*;*;*;*
Места общзего пользования;Тамбур-шлюз;Технические помещения;ПИК;20;*;*;*;*
Места общзего пользования;Тамбур-шлюз;Технические помещения;Венткамера ОВ/ДУ;20;*;*;*;*
Места общзего пользования;Тамбур-шлюз;Технические помещения;ПИК зона #;20;*;*;*;*
Места общзего пользования;Тамбур-шлюз;Технические помещения;ПИК #;20;*;*;*;*
Места общзего пользования;Тамбур-шлюз;Лестницы;венткамера приточная зона #;20;*;*;*;*
Места общзего пользования;Тамбур-шлюз;Лестницы;Лестница-Л#-#;20;*;*;*;*
Места общзего пользования;Тамбур-шлюз;Лестницы;Тамбур-шлюз;20;*;*;*;*
Места общзего пользования;Тамбур-шлюз;Лестницы;Тамбур;20;*;*;*;*
Места общзего пользования;Тамбур-шлюз;Лестницы;ПИК;20;*;*;*;*
Места общзего пользования;Тамбур-шлюз;Лестницы;Венткамера ОВ/ДУ;20;*;*;*;*
Места общзего пользования;Тамбур-шлюз;Лестницы;ПИК зона #;20;*;*;*;*
Места общзего пользования;Тамбур-шлюз;Лестницы;ПИК #;20;*;*;*;*
*;*;*;*;21;Шкаф;*;*;*
*;Тамбур-шлюз;*;*;21;Шкаф;*;*;*
*;ПИК #;*;*;21;Шкаф;*;*;*
Технические помещения;*;*;*;21;Шкаф;*;*;*
Технические помещения;Тамбур-шлюз;*;*;21;Шкаф;*;*;*
Технические помещения;ПИК #;*;*;21;Шкаф;*;*;*
*;*;Нет;Нет;22;Терраса;*;*;*
*;*;Нет;Нет;22;Кровля;*;*;*
*;*;Нет;терраса;22;Терраса;*;*;*
*;*;Нет;терраса;22;Кровля;*;*;*
*;*;Летние помещения;Нет;22;Терраса;*;*;*
*;*;Летние помещения;Нет;22;Кровля;*;*;*
*;*;Летние помещения;терраса;22;Терраса;*;*;*
*;*;Летние помещения;терраса;22;Кровля;*;*;*
*;тамбур;Нет;Нет;22;Терраса;*;*;*
*;тамбур;Нет;Нет;22;Кровля;*;*;*
*;тамбур;Нет;терраса;22;Терраса;*;*;*
*;тамбур;Нет;терраса;22;Кровля;*;*;*
*;тамбур;Летние помещения;Нет;22;Терраса;*;*;*
*;тамбур;Летние помещения;Нет;22;Кровля;*;*;*
*;тамбур;Летние помещения;терраса;22;Терраса;*;*;*
*;тамбур;Летние помещения;терраса;22;Кровля;*;*;*
технические помещения;*;Нет;Нет;22;Терраса;*;*;*
технические помещения;*;Нет;Нет;22;Кровля;*;*;*
технические помещения;*;Нет;терраса;22;Терраса;*;*;*
технические помещения;*;Нет;терраса;22;Кровля;*;*;*
технические помещения;*;Летние помещения;Нет;22;Терраса;*;*;*
технические помещения;*;Летние помещения;Нет;22;Кровля;*;*;*
технические помещения;*;Летние помещения;терраса;22;Терраса;*;*;*
технические помещения;*;Летние помещения;терраса;22;Кровля;*;*;*
технические помещения;тамбур;Нет;Нет;22;Терраса;*;*;*
технические помещения;тамбур;Нет;Нет;22;Кровля;*;*;*
технические помещения;тамбур;Нет;терраса;22;Терраса;*;*;*
технические помещения;тамбур;Нет;терраса;22;Кровля;*;*;*
технические помещения;тамбур;Летние помещения;Нет;22;Терраса;*;*;*
технические помещения;тамбур;Летние помещения;Нет;22;Кровля;*;*;*
технические помещения;тамбур;Летние помещения;терраса;22;Терраса;*;*;*
технические помещения;тамбур;Летние помещения;терраса;22;Кровля;*;*;*
Места общего пользования;*;Нет;Нет;22;Терраса;*;*;*
Места общего пользования;*;Нет;Нет;22;Кровля;*;*;*
Места общего пользования;*;Нет;терраса;22;Терраса;*;*;*
Места общего пользования;*;Нет;терраса;22;Кровля;*;*;*
Места общего пользования;*;Летние помещения;Нет;22;Терраса;*;*;*
Места общего пользования;*;Летние помещения;Нет;22;Кровля;*;*;*
Места общего пользования;*;Летние помещения;терраса;22;Терраса;*;*;*
Места общего пользования;*;Летние помещения;терраса;22;Кровля;*;*;*
Места общего пользования;тамбур;Нет;Нет;22;Терраса;*;*;*
Места общего пользования;тамбур;Нет;Нет;22;Кровля;*;*;*
Места общего пользования;тамбур;Нет;терраса;22;Терраса;*;*;*
Места общего пользования;тамбур;Нет;терраса;22;Кровля;*;*;*
Места общего пользования;тамбур;Летние помещения;Нет;22;Терраса;*;*;*
Места общего пользования;тамбур;Летние помещения;Нет;22;Кровля;*;*;*
Места общего пользования;тамбур;Летние помещения;терраса;22;Терраса;*;*;*
Места общего пользования;тамбур;Летние помещения;терраса;22;Кровля;*;*;*
*;*;*;*;23;венткаемра;*;*;*
*;*;*;*;23;Вентшахта;*;*;*
*;Тамбур-шлюз;*;*;23;венткаемра;*;*;*
*;Тамбур-шлюз;*;*;23;Вентшахта;*;*;*
технические помещения;*;*;*;23;венткаемра;*;*;*
технические помещения;*;*;*;23;Вентшахта;*;*;*
технические помещения;Тамбур-шлюз;*;*;23;венткаемра;*;*;*
технические помещения;Тамбур-шлюз;*;*;23;Вентшахта;*;*;*
